Block,Seq,Start,End,Strand
138,NZ_CP010852.1,369404,427485,+
138,NZ_CP031642.1,92628,150714,+
138,NC_012581.1,87153,145234,+
138,NZ_CP029805.1,87180,145261,+
138,NZ_CP010322.1,3031865,3089945,+
138,NZ_CP031643.1,92750,150825,+
138,NZ_CP047111.1,2785764,2727683,-
138,NZ_CP007618.1,3934646,3876564,-
138,NZ_CP001970.2,87280,145361,+
138,NZ_CP006742.1,87282,145373,+
138,NZ_CP009902.1,1767753,1709671,-
138,NZ_CP001974.2,87279,145360,+
138,NZ_CP022044.1,2887423,2945504,+
138,NZ_CP008854.1,87142,145215,+
138,NZ_CP009464.1,1009529,951450,-
138,NZ_CP047097.1,4464798,4522879,+
138,NZ_CP007666.1,4188431,4246511,+
138,NZ_CP008846.1,87277,145371,+
138,NZ_CP009341.1,2614011,2672092,+
138,NZ_CP012728.1,87281,145362,+
138,NZ_CP015779.1,87280,145361,+
138,NZ_AP018443.1,87279,145360,+
138,NZ_CP012725.1,87281,145362,+
138,NZ_CP012729.1,87281,145362,+
138,NC_007530.2,87280,145361,+
138,NZ_CP047099.1,464784,522865,+
138,NZ_CP009700.1,2276042,2217951,-
138,NZ_CP001974.1,87053,145138,+
138,NC_017729.1,87280,145361,+
138,NZ_CP012720.1,87281,145362,+
138,NZ_CP012726.1,87281,145362,+
138,NC_003997.3,87280,145361,+
138,NZ_CP009541.1,2538219,2480138,-
138,NZ_CP012723.1,87281,145362,+
138,NZ_CP029323.1,87276,145368,+
138,NZ_CP008853.1,86814,144891,+
138,NZ_CP009476.1,2673547,2615466,-
138,NZ_CP012722.1,87281,145362,+
138,NC_005945.1,87281,145362,+
138,NZ_CP047104.1,3073367,3131448,+
138,NZ_CP001970.1,87085,145173,+
139,NZ_CP009697.1,3370223,3378747,+
139,NZ_CP009328.1,4172845,4181378,+
139,NZ_CP009315.1,1956661,1965194,+
139,NZ_AP019731.1,4272405,4280929,+
139,NZ_AP014833.1,90696,82165,-
139,NZ_CP047098.1,2240856,2232325,-
139,NZ_CP009325.1,5052447,5043916,-
139,NZ_CP019588.1,151144,159677,+
139,NZ_CP009544.1,4710734,4702203,-
139,NZ_CP012730.1,151144,159677,+
139,NZ_CP012724.1,151144,159677,+
139,NZ_CP009331.1,1297609,1289078,-
139,NZ_CP009598.1,4713565,4705034,-
139,NC_012659.1,151043,159576,+
139,NZ_CP047107.1,1608647,1600116,-
139,NZ_CP018903.1,151145,159669,+
139,NZ_CP012727.1,151144,159677,+
139,NZ_CP047131.1,150748,159272,+
139,NZ_CP014179.1,151143,159676,+
139,NZ_CP009981.1,4340672,4332141,-
139,NZ_CP023001.1,3144253,3152786,+
139,NZ_CP012721.1,151144,159677,+
139,NZ_CP010852.1,433267,441800,+
139,NZ_CP031642.1,156494,165018,+
139,NC_012581.1,151016,159549,+
139,NZ_CP029805.1,151043,159576,+
139,NZ_CP010322.1,3095725,3104258,+
139,NZ_CP031643.1,156606,165162,+
139,NZ_CP047111.1,2721898,2713367,-
139,NZ_CP007618.1,3870779,3862257,-
139,NZ_CP001970.2,151143,159676,+
139,NZ_CP006742.1,151155,159679,+
139,NZ_CP009902.1,1703889,1695367,-
139,NZ_CP001974.2,151142,159675,+
139,NZ_CP022044.1,2951286,2959819,+
139,NZ_CP008854.1,150997,159531,+
139,NZ_CP009464.1,945665,937134,-
139,NZ_CP047097.1,4528661,4537194,+
139,NZ_CP007666.1,4252292,4260825,+
139,NZ_CP008846.1,151155,159679,+
139,NZ_CP009341.1,2677874,2686407,+
139,NZ_CP012728.1,151144,159677,+
139,NZ_CP015779.1,151143,159676,+
139,NZ_AP018443.1,151142,159675,+
139,NZ_CP012725.1,151144,159677,+
139,NZ_CP012729.1,151144,159677,+
139,NC_007530.2,151143,159676,+
139,NZ_CP047099.1,528647,537180,+
139,NZ_CP009700.1,2212167,2203645,-
139,NZ_CP001974.1,150875,159408,+
139,NC_017729.1,151143,159675,+
139,NZ_CP012720.1,151144,159677,+
139,NZ_CP012726.1,151144,159677,+
139,NC_003997.3,151143,159676,+
139,NZ_CP009541.1,2474351,2465820,-
139,NZ_CP012723.1,151144,159677,+
139,NZ_CP029323.1,151150,159674,+
139,NZ_CP008853.1,150673,159206,+
139,NZ_CP009476.1,2609680,2601149,-
139,NZ_CP012722.1,151144,159677,+
139,NC_005945.1,151144,159677,+
139,NZ_CP047104.1,3137230,3145763,+
139,NZ_CP001970.1,150955,159489,+
140,NZ_CP009697.1,3378749,3408601,+
140,NZ_CP009328.1,4181380,4211231,+
140,NZ_CP009315.1,1965196,1995047,+
140,NZ_AP019731.1,4280931,4310783,+
140,NZ_AP014833.1,82164,52313,-
140,NZ_CP047098.1,2232324,2202473,-
140,NZ_CP009325.1,5043915,5014064,-
140,NZ_CP019588.1,159679,189530,+
140,NZ_CP009544.1,4702202,4672353,-
140,NZ_CP012730.1,159679,189530,+
140,NZ_CP012724.1,159679,189530,+
140,NZ_CP009331.1,1289077,1259226,-
140,NZ_CP009598.1,4705033,4675183,-
140,NC_012659.1,159578,189429,+
140,NZ_CP047107.1,1600115,1570264,-
140,NZ_CP018903.1,159671,189523,+
140,NZ_CP012727.1,159679,189530,+
140,NZ_CP047131.1,159274,189126,+
140,NZ_CP014179.1,159678,189529,+
140,NZ_CP009981.1,4332140,4302289,-
140,NZ_CP023001.1,3152788,3182639,+
140,NZ_CP012721.1,159679,189530,+
140,NZ_CP010852.1,441802,471653,+
140,NZ_CP031642.1,165020,194876,+
140,NC_012581.1,159551,189402,+
140,NZ_CP029805.1,159578,189429,+
140,NZ_CP010322.1,3104260,3134111,+
140,NZ_CP031643.1,168200,197882,+
140,NZ_CP047111.1,2713366,2683515,-
140,NZ_CP007618.1,3862256,3832401,-
140,NZ_CP001970.2,159678,189529,+
140,NZ_CP006742.1,159681,189533,+
140,NZ_CP009902.1,1695366,1665511,-
140,NZ_CP001974.2,159677,189528,+
140,NZ_CP022044.1,2959821,2989672,+
140,NZ_CP008854.1,159533,189382,+
140,NZ_CP009464.1,937133,907282,-
140,NZ_CP047097.1,4537196,4567047,+
140,NZ_CP007666.1,4260827,4290677,+
140,NZ_CP008846.1,159681,189533,+
140,NZ_CP009341.1,2686409,2716259,+
140,NZ_CP012728.1,159679,189530,+
140,NZ_CP015779.1,159678,189529,+
140,NZ_AP018443.1,159677,189529,+
140,NZ_CP012725.1,159679,189530,+
140,NZ_CP012729.1,159679,189530,+
140,NC_007530.2,159678,189529,+
140,NZ_CP047099.1,537182,567033,+
140,NZ_CP009700.1,2203644,2173792,-
140,NZ_CP001974.1,159410,189262,+
140,NC_017729.1,159677,189527,+
140,NZ_CP012720.1,159679,189530,+
140,NZ_CP012726.1,159679,189530,+
140,NC_003997.3,159678,189529,+
140,NZ_CP009541.1,2465819,2435967,-
140,NZ_CP012723.1,159679,189530,+
140,NZ_CP029323.1,159676,189528,+
140,NZ_CP008853.1,159208,189059,+
140,NZ_CP009476.1,2601148,2571297,-
140,NZ_CP012722.1,159679,189530,+
140,NC_005945.1,159679,189530,+
140,NZ_CP047104.1,3145765,3175616,+
140,NZ_CP001970.1,159491,189342,+
141,NZ_CP009697.1,3411986,3422670,+
141,NZ_CP009328.1,4214615,4225298,+
141,NZ_CP009315.1,1998431,2009114,+
141,NZ_AP019731.1,4314168,4324852,+
141,NZ_AP014833.1,48929,38244,-
141,NZ_CP047098.1,2199089,2188404,-
141,NZ_CP009325.1,5010749,5000065,-
141,NZ_CP019588.1,192914,203598,+
141,NZ_CP009544.1,4668969,4658294,-
141,NZ_CP012730.1,192914,203598,+
141,NZ_CP012724.1,192914,203598,+
141,NZ_CP009331.1,1255842,1245158,-
141,NZ_CP009598.1,4671799,4661124,-
141,NC_012659.1,192813,203497,+
141,NZ_CP047107.1,1566880,1556195,-
141,NZ_CP018903.1,192908,203592,+
141,NZ_CP012727.1,192914,203598,+
141,NZ_CP047131.1,192511,203195,+
141,NZ_CP014179.1,192913,203597,+
141,NZ_CP009981.1,4298905,4288220,-
141,NZ_CP023001.1,3186023,3196707,+
141,NZ_CP012721.1,192914,203598,+
141,NZ_CP010852.1,475037,485720,+
141,NZ_CP031642.1,199762,210474,+
141,NC_012581.1,192786,203469,+
141,NZ_CP029805.1,192813,203496,+
141,NZ_CP010322.1,3137495,3148178,+
141,NZ_CP031643.1,202784,213445,+
141,NZ_CP047111.1,2680131,2669446,-
141,NZ_CP007618.1,3829016,3818331,-
141,NZ_CP001970.2,192913,203597,+
141,NZ_CP006742.1,192918,203602,+
141,NZ_CP009902.1,1662126,1651441,-
141,NZ_CP001974.2,192912,203596,+
141,NZ_CP022044.1,2993056,3003740,+
141,NZ_CP008854.1,192766,203449,+
141,NZ_CP009464.1,903898,893214,-
141,NZ_CP047097.1,4570431,4581115,+
141,NZ_CP007666.1,4294061,4304744,+
141,NZ_CP008846.1,192918,203602,+
141,NZ_CP009341.1,2719643,2730327,+
141,NZ_CP012728.1,192914,203598,+
141,NZ_CP015779.1,192913,203597,+
141,NZ_AP018443.1,192913,203606,+
141,NZ_CP012725.1,192914,203598,+
141,NZ_CP012729.1,192914,203598,+
141,NC_007530.2,192913,203597,+
141,NZ_CP047099.1,570417,581101,+
141,NZ_CP009700.1,2170407,2159722,-
141,NZ_CP001974.1,192646,203330,+
141,NC_017729.1,192911,203594,+
141,NZ_CP012720.1,192914,203598,+
141,NZ_CP012726.1,192914,203598,+
141,NC_003997.3,192913,203597,+
141,NZ_CP009541.1,2432583,2421898,-
141,NZ_CP012723.1,192914,203598,+
141,NZ_CP029323.1,192913,203597,+
141,NZ_CP008853.1,192442,203125,+
141,NZ_CP009476.1,2567913,2557229,-
141,NZ_CP012722.1,192914,203598,+
141,NC_005945.1,192914,203598,+
141,NZ_CP047104.1,3179000,3189684,+
141,NZ_CP001970.1,192726,203410,+
142,NZ_CP009697.1,3422796,3431221,+
142,NZ_CP009328.1,4225424,4233849,+
142,NZ_CP009315.1,2009240,2017665,+
142,NZ_AP019731.1,4324977,4333401,+
142,NZ_AP014833.1,38119,29695,-
142,NZ_CP047098.1,2188278,2179854,-
142,NZ_CP009325.1,4999939,4991515,-
142,NZ_CP019588.1,203724,212149,+
142,NZ_CP009544.1,4658168,4649745,-
142,NZ_CP012730.1,203724,212149,+
142,NZ_CP012724.1,203724,212149,+
142,NZ_CP009331.1,1245032,1236608,-
142,NZ_CP009598.1,4660998,4652574,-
142,NC_012659.1,203623,212048,+
142,NZ_CP047107.1,1556069,1547645,-
142,NZ_CP018903.1,203718,212143,+
142,NZ_CP012727.1,203724,212149,+
142,NZ_CP047131.1,203321,211746,+
142,NZ_CP014179.1,203723,212148,+
142,NZ_CP009981.1,4288094,4279670,-
142,NZ_CP023001.1,3196833,3205258,+
142,NZ_CP012721.1,203724,212149,+
142,NZ_CP010852.1,485846,494271,+
142,NZ_CP031642.1,210579,218999,+
142,NC_012581.1,203595,212020,+
142,NZ_CP029805.1,203622,212047,+
142,NZ_CP010322.1,3148304,3156729,+
142,NZ_CP031643.1,213572,222001,+
142,NZ_CP047111.1,2669320,2660896,-
142,NZ_CP007618.1,3818205,3809783,-
142,NZ_CP001970.2,203723,212148,+
142,NZ_CP006742.1,203728,212152,+
142,NZ_CP009902.1,1651315,1642893,-
142,NZ_CP001974.2,203722,212147,+
142,NZ_CP022044.1,3003866,3012291,+
142,NZ_CP008854.1,203575,211990,+
142,NZ_CP009464.1,893088,884664,-
142,NZ_CP047097.1,4581241,4589666,+
142,NZ_CP007666.1,4304870,4313295,+
142,NZ_CP008846.1,203728,212152,+
142,NZ_CP009341.1,2730453,2738878,+
142,NZ_CP012728.1,203724,212149,+
142,NZ_CP015779.1,203723,212148,+
142,NZ_AP018443.1,203732,212157,+
142,NZ_CP012725.1,203724,212149,+
142,NZ_CP012729.1,203724,212149,+
142,NC_007530.2,203723,212148,+
142,NZ_CP047099.1,581227,589652,+
142,NZ_CP009700.1,2159596,2151173,-
142,NZ_CP001974.1,203456,211882,+
142,NC_017729.1,203720,212145,+
142,NZ_CP012720.1,203724,212149,+
142,NZ_CP012726.1,203724,212149,+
142,NC_003997.3,203723,212148,+
142,NZ_CP009541.1,2421772,2413348,-
142,NZ_CP012723.1,203724,212149,+
142,NZ_CP029323.1,203723,212148,+
142,NZ_CP008853.1,203251,211670,+
142,NZ_CP009476.1,2557103,2548678,-
142,NZ_CP012722.1,203724,212149,+
142,NC_005945.1,203724,212149,+
142,NZ_CP047104.1,3189810,3198235,+
142,NZ_CP001970.1,203536,211961,+
143,NZ_CP009697.1,3441939,3449594,+
143,NZ_CP009328.1,4244567,4252370,+
143,NZ_CP009315.1,2028383,2036034,+
143,NZ_AP019731.1,4344119,4351622,+
143,NZ_AP014833.1,18977,11630,-
143,NZ_CP047098.1,2169148,2161801,-
143,NZ_CP009325.1,4980797,4972994,-
143,NZ_CP019588.1,222867,230214,+
143,NZ_CP009544.1,4639027,4631680,-
143,NZ_CP012730.1,222867,230214,+
143,NZ_CP012724.1,222867,230214,+
143,NZ_CP009331.1,1225890,1218087,-
143,NZ_CP009598.1,4641856,4634509,-
143,NC_012659.1,222754,230101,+
143,NZ_CP047107.1,1536939,1529592,-
143,NZ_CP018903.1,222861,230212,+
143,NZ_CP012727.1,222867,230214,+
143,NZ_CP047131.1,222464,230119,+
143,NZ_CP014179.1,222854,230201,+
143,NZ_CP009981.1,4268964,4261617,-
143,NZ_CP023001.1,3215976,3223323,+
143,NZ_CP012721.1,222867,230214,+
143,NZ_CP010852.1,504989,512792,+
143,NZ_CP031642.1,234460,242245,+
143,NC_012581.1,222750,230553,+
143,NZ_CP029805.1,222765,230568,+
143,NZ_CP010322.1,3167447,3175250,+
143,NZ_CP031643.1,239494,247295,+
143,NZ_CP047111.1,2650190,2642843,-
143,NZ_CP007618.1,3799026,3791225,-
143,NZ_CP001970.2,222866,230213,+
143,NZ_CP006742.1,222870,230373,+
143,NZ_CP009902.1,1632136,1624335,-
143,NZ_CP001974.2,222865,230212,+
143,NZ_CP022044.1,3023009,3030356,+
143,NZ_CP008854.1,222707,230052,+
143,NZ_CP009464.1,873947,866144,-
143,NZ_CP047097.1,4600372,4607719,+
143,NZ_CP007666.1,4324013,4331816,+
143,NZ_CP008846.1,222870,230221,+
143,NZ_CP009341.1,2749596,2756943,+
143,NZ_CP012728.1,222867,230214,+
143,NZ_CP015779.1,222854,230201,+
143,NZ_AP018443.1,222876,230679,+
143,NZ_CP012725.1,222867,230214,+
143,NZ_CP012729.1,222867,230214,+
143,NC_007530.2,222854,230201,+
143,NZ_CP047099.1,600358,607705,+
143,NZ_CP009700.1,2140455,2132952,-
143,NZ_CP001974.1,222599,229946,+
143,NC_017729.1,222863,230666,+
143,NZ_CP012720.1,222867,230214,+
143,NZ_CP012726.1,222867,230214,+
143,NC_003997.3,222854,230201,+
143,NZ_CP009541.1,2402630,2395283,-
143,NZ_CP012723.1,222867,230214,+
143,NZ_CP029323.1,222866,230521,+
143,NZ_CP008853.1,222388,230034,+
143,NZ_CP009476.1,2537960,2529858,-
143,NZ_CP012722.1,222867,230214,+
143,NC_005945.1,222867,230214,+
143,NZ_CP047104.1,3208941,3216288,+
143,NZ_CP001970.1,222679,230026,+
144,NZ_CP009697.1,3449753,3461196,+
144,NZ_CP009328.1,4252529,4263974,+
144,NZ_CP009315.1,2036193,2047637,+
144,NZ_AP019731.1,4351781,4363224,+
144,NZ_AP014833.1,11471,1,-
144,NZ_CP047098.1,2161642,2150197,-
144,NZ_CP009325.1,4972835,4961390,-
144,NZ_CP019588.1,230373,241817,+
144,NZ_CP009544.1,4631521,4620076,-
144,NZ_CP012730.1,230373,241817,+
144,NZ_CP012724.1,230373,241817,+
144,NZ_CP009331.1,1217928,1206483,-
144,NZ_CP009598.1,4634350,4622905,-
144,NC_012659.1,230260,241704,+
144,NZ_CP047107.1,1529433,1517988,-
144,NZ_CP018903.1,230371,241814,+
144,NZ_CP012727.1,230373,241817,+
144,NZ_CP047131.1,230278,241721,+
144,NZ_CP014179.1,230360,241804,+
144,NZ_CP009981.1,4261458,4250013,-
144,NZ_CP023001.1,3223482,3234926,+
144,NZ_CP012721.1,230373,241817,+
144,NZ_CP010852.1,512951,524395,+
144,NZ_CP031642.1,242404,253848,+
144,NC_012581.1,230712,242157,+
144,NZ_CP029805.1,230727,242171,+
144,NZ_CP010322.1,3175409,3186853,+
144,NZ_CP031643.1,248976,260269,+
144,NZ_CP047111.1,2642684,2631239,-
144,NZ_CP007618.1,3791066,3779622,-
144,NZ_CP001970.2,230372,241816,+
144,NZ_CP006742.1,230532,241975,+
144,NZ_CP009902.1,1624176,1612732,-
144,NZ_CP001974.2,230371,241815,+
144,NZ_CP022044.1,3030515,3041959,+
144,NZ_CP008854.1,230211,241653,+
144,NZ_CP009464.1,865985,854539,-
144,NZ_CP047097.1,4607878,4619322,+
144,NZ_CP007666.1,4331975,4343420,+
144,NZ_CP008846.1,230380,241823,+
144,NZ_CP009341.1,2757102,2768546,+
144,NZ_CP012728.1,230373,241817,+
144,NZ_CP015779.1,230360,241804,+
144,NZ_AP018443.1,230838,242282,+
144,NZ_CP012725.1,230373,241817,+
144,NZ_CP012729.1,230373,241817,+
144,NC_007530.2,230360,241804,+
144,NZ_CP047099.1,607864,619308,+
144,NZ_CP009700.1,2132793,2121349,-
144,NZ_CP001974.1,230105,241549,+
144,NC_017729.1,230825,242269,+
144,NZ_CP012720.1,230373,241817,+
144,NZ_CP012726.1,230373,241817,+
144,NC_003997.3,230360,241804,+
144,NZ_CP009541.1,2395124,2383679,-
144,NZ_CP012723.1,230373,241817,+
144,NZ_CP029323.1,230680,242123,+
144,NZ_CP008853.1,230193,241637,+
144,NZ_CP009476.1,2529699,2518335,-
144,NZ_CP012722.1,230373,241817,+
144,NC_005945.1,230373,241817,+
144,NZ_CP047104.1,3216447,3227891,+
144,NZ_CP001970.1,230185,241629,+
145,NZ_CP009697.1,3470672,3481859,+
145,NZ_CP009328.1,4273452,4284637,+
145,NZ_CP009315.1,2057115,2068301,+
145,NZ_AP019731.1,4372702,4383888,+
145,NZ_AP014833.1,5218614,5207428,-
145,NZ_CP047098.1,2140720,2129534,-
145,NZ_CP009325.1,4951911,4940725,-
145,NZ_CP019588.1,251295,262481,+
145,NZ_CP009544.1,4610600,4599414,-
145,NZ_CP012730.1,251295,262481,+
145,NZ_CP012724.1,251295,262481,+
145,NZ_CP009331.1,1197007,1185821,-
145,NZ_CP009598.1,4613429,4602243,-
145,NC_012659.1,251182,262368,+
145,NZ_CP047107.1,1508511,1497325,-
145,NZ_CP018903.1,251292,262479,+
145,NZ_CP012727.1,251295,262481,+
145,NZ_CP047131.1,251199,262386,+
145,NZ_CP014179.1,251282,262468,+
145,NZ_CP009981.1,4240536,4229350,-
145,NZ_CP023001.1,3244404,3255590,+
145,NZ_CP012721.1,251295,262481,+
145,NZ_CP010852.1,533873,545059,+
145,NZ_CP031642.1,263322,274460,+
145,NC_012581.1,251635,262821,+
145,NZ_CP029805.1,251648,262834,+
145,NZ_CP010322.1,3196746,3207932,+
145,NZ_CP031643.1,269745,280849,+
145,NZ_CP047111.1,2621762,2610576,-
145,NZ_CP007618.1,3770146,3758965,-
145,NZ_CP001970.2,251293,262479,+
145,NZ_CP006742.1,251453,262640,+
145,NZ_CP009902.1,1601219,1590038,-
145,NZ_CP001974.2,251293,262479,+
145,NZ_CP022044.1,3051436,3062622,+
145,NZ_CP008854.1,251128,262315,+
145,NZ_CP009464.1,845061,833875,-
145,NZ_CP047097.1,4628800,4639986,+
145,NZ_CP007666.1,4353123,4364308,+
145,NZ_CP008846.1,251302,262489,+
145,NZ_CP009341.1,2778021,2789207,+
145,NZ_CP012728.1,251295,262481,+
145,NZ_CP015779.1,251282,262468,+
145,NZ_AP018443.1,251760,262946,+
145,NZ_CP012725.1,251295,262481,+
145,NZ_CP012729.1,251295,262481,+
145,NC_007530.2,251282,262468,+
145,NZ_CP047099.1,628786,639972,+
145,NZ_CP009700.1,2111876,2100689,-
145,NZ_CP001974.1,251026,262212,+
145,NC_017729.1,251746,262932,+
145,NZ_CP012720.1,251295,262481,+
145,NZ_CP012726.1,251295,262481,+
145,NC_003997.3,251282,262468,+
145,NZ_CP009541.1,2374204,2363018,-
145,NZ_CP012723.1,251295,262481,+
145,NZ_CP029323.1,251601,262788,+
145,NZ_CP008853.1,251115,262301,+
145,NZ_CP009476.1,2508858,2497672,-
145,NZ_CP012722.1,251295,262481,+
145,NC_005945.1,251295,262481,+
145,NZ_CP047104.1,3237369,3248555,+
145,NZ_CP001970.1,251108,262294,+
146,NZ_CP009697.1,3500914,3550931,+
146,NZ_CP009328.1,4317022,4367037,+
146,NZ_CP009315.1,2100653,2150668,+
146,NZ_AP019731.1,4402944,4452958,+
146,NZ_AP014833.1,5175073,5125058,-
146,NZ_CP047098.1,2097179,2047164,-
146,NZ_CP009325.1,4918115,4868100,-
146,NZ_CP019588.1,294836,344851,+
146,NZ_CP009544.1,4580355,4530340,-
146,NZ_CP012730.1,294836,344851,+
146,NZ_CP012724.1,294836,344851,+
146,NZ_CP009331.1,1153464,1103448,-
146,NZ_CP009598.1,4569889,4519874,-
146,NC_012659.1,294723,344738,+
146,NZ_CP047107.1,1464970,1414955,-
146,NZ_CP018903.1,294834,344850,+
146,NZ_CP012727.1,294836,344851,+
146,NZ_CP047131.1,281443,331459,+
146,NZ_CP014179.1,294823,344838,+
146,NZ_CP009981.1,4196771,4146757,-
146,NZ_CP023001.1,3287945,3337959,+
146,NZ_CP012721.1,294836,344851,+
146,NZ_CP010852.1,577415,627430,+
146,NZ_CP031642.1,315085,365098,+
146,NC_012581.1,295176,345192,+
146,NZ_CP029805.1,295188,345203,+
146,NZ_CP010322.1,3240625,3290640,+
146,NZ_CP031643.1,330681,380734,+
146,NZ_CP047111.1,2578221,2528206,-
146,NZ_CP007618.1,3726523,3676471,-
146,NZ_CP001970.2,294834,344849,+
146,NZ_CP006742.1,281699,331715,+
146,NZ_CP009902.1,1556585,1506533,-
146,NZ_CP001974.2,294804,344819,+
146,NZ_CP022044.1,3094977,3144992,+
146,NZ_CP008854.1,294668,344678,+
146,NZ_CP009464.1,801522,751508,-
146,NZ_CP047097.1,4672341,4722356,+
146,NZ_CP007666.1,4396735,4446750,+
146,NZ_CP008846.1,281546,331561,+
146,NZ_CP009341.1,2821839,2871854,+
146,NZ_CP012728.1,294836,344851,+
146,NZ_CP015779.1,294823,344838,+
146,NZ_AP018443.1,285328,335344,+
146,NZ_CP012725.1,294836,344851,+
146,NZ_CP012729.1,294836,344851,+
146,NC_007530.2,294823,344838,+
146,NZ_CP047099.1,672327,722342,+
146,NZ_CP009700.1,2081638,2031622,-
146,NZ_CP001974.1,294565,344578,+
146,NC_017729.1,285315,335329,+
146,NZ_CP012720.1,294836,344851,+
146,NZ_CP012726.1,294836,344851,+
146,NC_003997.3,294823,344838,+
146,NZ_CP009541.1,2330667,2280652,-
146,NZ_CP012723.1,294836,344851,+
146,NZ_CP029323.1,281844,331860,+
146,NZ_CP008853.1,294652,344664,+
146,NZ_CP009476.1,2465318,2415304,-
146,NZ_CP012722.1,294836,344851,+
146,NC_005945.1,294836,344851,+
146,NZ_CP047104.1,3280910,3330925,+
146,NZ_CP001970.1,294648,344667,+
147,NZ_CP009697.1,3553547,3559754,+
147,NZ_CP009328.1,4369653,4375860,+
147,NZ_CP009315.1,2153284,2159491,+
147,NZ_AP019731.1,4455574,4461781,+
147,NZ_AP014833.1,5122442,5116235,-
147,NZ_CP047098.1,2044548,2038341,-
147,NZ_CP009325.1,4865484,4859277,-
147,NZ_CP019588.1,347467,353674,+
147,NZ_CP009544.1,4527724,4521517,-
147,NZ_CP012730.1,347467,353674,+
147,NZ_CP012724.1,347467,353674,+
147,NZ_CP009331.1,1100832,1094625,-
147,NZ_CP009598.1,4517258,4511051,-
147,NC_012659.1,347354,353561,+
147,NZ_CP047107.1,1412339,1406132,-
147,NZ_CP018903.1,347466,353673,+
147,NZ_CP012727.1,347467,353674,+
147,NZ_CP047131.1,334075,340282,+
147,NZ_CP014179.1,347454,353661,+
147,NZ_CP009981.1,4144141,4137934,-
147,NZ_CP023001.1,3340575,3346782,+
147,NZ_CP012721.1,347467,353674,+
147,NZ_CP010852.1,630046,636253,+
147,NZ_CP031642.1,369117,375262,+
147,NC_012581.1,347808,354015,+
147,NZ_CP029805.1,347819,354026,+
147,NZ_CP010322.1,3293256,3299463,+
147,NZ_CP031643.1,384661,390822,+
147,NZ_CP047111.1,2525590,2519383,-
147,NZ_CP007618.1,3673855,3667648,-
147,NZ_CP001970.2,347465,353672,+
147,NZ_CP006742.1,334331,340538,+
147,NZ_CP009902.1,1503917,1497710,-
147,NZ_CP001974.2,347435,353642,+
147,NZ_CP022044.1,3147608,3153815,+
147,NZ_CP008854.1,347294,353501,+
147,NZ_CP009464.1,748892,742685,-
147,NZ_CP047097.1,4724972,4731179,+
147,NZ_CP007666.1,4449366,4455573,+
147,NZ_CP008846.1,334177,340384,+
147,NZ_CP009341.1,2874470,2880677,+
147,NZ_CP012728.1,347467,353674,+
147,NZ_CP015779.1,347454,353661,+
147,NZ_AP018443.1,337960,344167,+
147,NZ_CP012725.1,347467,353674,+
147,NZ_CP012729.1,347467,353674,+
147,NC_007530.2,347454,353661,+
147,NZ_CP047099.1,724958,731165,+
147,NZ_CP009700.1,2029006,2022799,-
147,NZ_CP001974.1,347194,353401,+
147,NC_017729.1,337945,344152,+
147,NZ_CP012720.1,347467,353674,+
147,NZ_CP012726.1,347467,353674,+
147,NC_003997.3,347454,353661,+
147,NZ_CP009541.1,2278036,2271829,-
147,NZ_CP012723.1,347467,353674,+
147,NZ_CP029323.1,334476,340683,+
147,NZ_CP008853.1,347280,353487,+
147,NZ_CP009476.1,2412688,2406481,-
147,NZ_CP012722.1,347467,353674,+
147,NC_005945.1,347467,353674,+
147,NZ_CP047104.1,3333541,3339748,+
147,NZ_CP001970.1,347283,353490,+
148,NZ_CP009697.1,3559791,3569594,+
148,NZ_CP009328.1,4375897,4385700,+
148,NZ_CP009315.1,2159528,2169331,+
148,NZ_AP019731.1,4461818,4471622,+
148,NZ_AP014833.1,5116198,5106395,-
148,NZ_CP047098.1,2038304,2028501,-
148,NZ_CP009325.1,4859241,4849437,-
148,NZ_CP019588.1,353711,363514,+
148,NZ_CP009544.1,4521480,4511677,-
148,NZ_CP012730.1,353711,363514,+
148,NZ_CP012724.1,353711,363514,+
148,NZ_CP009331.1,1094588,1084785,-
148,NZ_CP009598.1,4511014,4501211,-
148,NC_012659.1,353598,363401,+
148,NZ_CP047107.1,1406095,1396292,-
148,NZ_CP018903.1,353710,363513,+
148,NZ_CP012727.1,353711,363514,+
148,NZ_CP047131.1,340319,350122,+
148,NZ_CP014179.1,353698,363501,+
148,NZ_CP009981.1,4137897,4128094,-
148,NZ_CP023001.1,3346819,3356622,+
148,NZ_CP012721.1,353711,363514,+
148,NZ_CP010852.1,636290,646093,+
148,NZ_CP031642.1,375299,385104,+
148,NC_012581.1,354052,363855,+
148,NZ_CP029805.1,354063,363866,+
148,NZ_CP010322.1,3299500,3309303,+
148,NZ_CP031643.1,391009,400758,+
148,NZ_CP047111.1,2519346,2509543,-
148,NZ_CP007618.1,3667611,3657808,-
148,NZ_CP001970.2,353709,363512,+
148,NZ_CP006742.1,340575,350378,+
148,NZ_CP009902.1,1497673,1487870,-
148,NZ_CP001974.2,353679,363482,+
148,NZ_CP022044.1,3153852,3163655,+
148,NZ_CP008854.1,353538,363341,+
148,NZ_CP009464.1,742648,732845,-
148,NZ_CP047097.1,4731216,4741019,+
148,NZ_CP007666.1,4455610,4465413,+
148,NZ_CP008846.1,340421,350224,+
148,NZ_CP009341.1,2880714,2890517,+
148,NZ_CP012728.1,353711,363514,+
