AssemblyID,AssemblyName,Organism,Type,GenBankID,RefSeqID,length(bp),CDSs,MobElemCount,ISTransposaseCount(GB),ISTransposaseCount(RF),ISTransposaseCount(ISsaga),Cluster,Info
GCA_000813165.1,ASM81316v1,Escherichia coli APEC IMT5155,Chromosome,CP005930.1,NZ_CP005930.1,4929051,4804,0,28,41,109/119,6 (B2),APEC
GCA_000813165.1,ASM81316v1,Escherichia coli APEC IMT5155,Plasmid,CP005931.1,NZ_CP005931.1,194170,214,0,18,22,,6 (B2),APEC
GCA_000813165.1,ASM81316v1,Escherichia coli APEC IMT5155,Plasmid,CP005932.1,NZ_CP005932.1,2836,2,0,0,0,,6 (B2),APEC
GCA_000014845.1,ASM1484v1,Escherichia coli APEC O1,Chromosome,CP000468.1,NC_008563.1,5082025,4467,0,11,23,46/61,6 (B2),APEC
GCA_000014845.1,ASM1484v1,Escherichia coli APEC O1,Plasmid,DQ381420.1,NC_009837.1,174241,199,16,4,15,,6 (B2),APEC
GCA_000014845.1,ASM1484v1,Escherichia coli APEC O1,Plasmid,DQ517526.1,NC_009838.1,241387,224,11,5,11,,6 (B2),APEC
GCA_001021615.1,APECO18,Escherichia coli APEC O18,Chromosome,CP006830.1,NZ_CP006830.1,5006568,4581,0,5,17,26/41,6 (B2),APEC
GCA_001021635.2,ASM102163v2,Escherichia coli APEC O2-211,Chromosome,CP006834.2,na,5114241,5208,0,71,-,107/118,6 (B2),APEC
GCA_001021635.2,ASM102163v2,Escherichia coli APEC O2-211,Plasmid,CP030791.1,na,197773,234,0,26,-,,6 (B2),APEC
GCA_001021635.2,ASM102163v2,Escherichia coli APEC O2-211,Plasmid,CP030792.1,na,4231,6,0,0,-,,6 (B2),APEC
GCA_001021635.2,ASM102163v2,Escherichia coli APEC O2-211,Plasmid,CP030793.1,na,2096,1,0,0,-,,6 (B2),APEC
GCA_002796585.1,ASM279658v1,Escherichia coli AR_0017,Chromosome,CP024886.1,NZ_CP024886.1,5036925,5118,0,36,37,59/78,6 (B2),
GCA_002796585.1,ASM279658v1,Escherichia coli AR_0017,Plasmid,CP024887.1,NZ_CP024887.1,102544,140,0,9,11,,6 (B2),
GCA_003571825.1,ASM357182v1,Escherichia coli AR_0089,Chromosome,CP032265.1,na,4988092,5025,0,33,-,50/65,6 (B2),
GCA_003571825.1,ASM357182v1,Escherichia coli AR_0089,Plasmid,CP032264.1,na,101614,135,0,3,-,,6 (B2),
GCA_003571825.1,ASM357182v1,Escherichia coli AR_0089,Plasmid,CP032263.1,na,155784,192,0,21,-,,6 (B2),
GCA_000743255.1,ASM74325v1,Escherichia coli ATCC 25922,Chromosome,CP009072.1,NZ_CP009072.1,5130767,4696,0,15,57,97/115,6 (B2),
GCA_000743255.1,ASM74325v1,Escherichia coli ATCC 25922,Plasmid,CP009073.1,NZ_CP009073.1,48488,69,0,0,0,,6 (B2),
GCA_000743255.1,ASM74325v1,Escherichia coli ATCC 25922,Plasmid,CP009074.1,NZ_CP009074.1,24185,43,0,0,0,,6 (B2),
GCA_003491265.1,ASM349126v1,Escherichia coli ATCC 700415,Chromosome,CP022609.1,na,5237257,5333,0,64,-,114/133,6 (B2),
GCA_003491265.1,ASM349126v1,Escherichia coli ATCC 700415,Plasmid,CP022610.1,na,137128,186,0,14,-,,6 (B2),
GCA_002763515.3,ASM276351v3,Escherichia coli BH100 substr. MG2014,Chromosome,CP024650.2,NZ_CP024650.2,5072943,5047,0,85,76,161/176,6 (B2),ExPEC
GCA_002763515.3,ASM276351v3,Escherichia coli BH100 substr. MG2014,Plasmid,CP024652.2,NZ_CP024652.2,107274,150,0,8,8,,6 (B2),ExPEC
GCA_002763515.3,ASM276351v3,Escherichia coli BH100 substr. MG2014,Plasmid,CP024651.1,NZ_CP024651.1,14241,17,0,0,0,,6 (B2),ExPEC
GCA_000007445.1,ASM744v1,Escherichia coli CFT073,Chromosome,AE014075.1,NC_004431.1,5231428,5379,,21,83,133/151,6 (B2),ExPEC
GCA_001900735.1,ASM190073v1,Escherichia coli D10,Chromosome,CP010157.1,NZ_CP010157.1,5112249,4817,0,2,57,132/146,6 (B2),
GCA_001900735.1,ASM190073v1,Escherichia coli D10,Plasmid,CP010158.1,NZ_CP010158.1,128612,120,0,0,14,,6 (B2),
GCA_001900735.1,ASM190073v1,Escherichia coli D10,Plasmid,CP010159.1,NZ_CP010159.1,6822,9,0,0,0,,6 (B2),
GCA_001900395.1,ASM190039v1,Escherichia coli D8,Chromosome,CP010151.1,NZ_CP010151.1,5130646,4831,0,3,39,71/83,6 (B2),
GCA_003181035.1,ASM318103v1,Escherichia coli DA33135,Chromosome,CP029576.1,na,5043703,5106,0,67,-,111/131,6 (B2),
GCA_003181035.1,ASM318103v1,Escherichia coli DA33135,Plasmid,CP029577.1,na,139191,198,0,20,-,,6 (B2),
GCA_003181035.1,ASM318103v1,Escherichia coli DA33135,Plasmid,CP029578.1,na,70197,102,0,4,-,,6 (B2),
GCA_001663475.1,ASM166347v1,Escherichia coli Eco889,Chromosome,CP015159.1,NZ_CP015159.1,5012253,4864,0,0,59,90/107,6 (B2),
GCA_001663475.1,ASM166347v1,Escherichia coli Eco889,Plasmid,CP015161.1,NZ_CP015161.1,88023,104,0,0,0,,6 (B2),
GCA_001663475.1,ASM166347v1,Escherichia coli Eco889,Plasmid,CP015160.1,NZ_CP015160.1,212180,258,0,0,21,,6 (B2),
GCA_002012305.1,ASM201230v1,Escherichia coli Ecol_244,Chromosome,CP019020.1,NZ_CP019020.1,4913259,5009,0,9,21,41/53,6 (B2),
GCA_002012305.1,ASM201230v1,Escherichia coli Ecol_244,Plasmid,CP019016.1,NZ_CP019016.1,37756,54,0,0,0,,6 (B2),
GCA_002012305.1,ASM201230v1,Escherichia coli Ecol_244,Plasmid,CP019017.1,NZ_CP019017.1,73464,89,0,11,16,,6 (B2),
GCA_002012305.1,ASM201230v1,Escherichia coli Ecol_244,Plasmid,CP019019.1,NZ_CP019019.1,199671,223,0,2,5,,6 (B2),
GCA_002012305.1,ASM201230v1,Escherichia coli Ecol_244,Plasmid,CP019018.1,NZ_CP019018.1,158911,217,0,7,14,,6 (B2),
GCA_001618325.1,ASM161832v1,Escherichia coli Ecol_743,Chromosome,CP015069.1,NZ_CP015069.1,4856574,4657,0,0,53,108/125,6 (B2),
GCA_001618325.1,ASM161832v1,Escherichia coli Ecol_743,Plasmid,CP015073.1,NZ_CP015073.1,37000,43,0,0,0,,6 (B2),
GCA_001618325.1,ASM161832v1,Escherichia coli Ecol_743,Plasmid,CP015070.1,NZ_CP015070.1,111851,126,0,0,11,,6 (B2),
GCA_001618325.1,ASM161832v1,Escherichia coli Ecol_743,Plasmid,CP015072.1,NZ_CP015072.1,65196,81,0,0,2,,6 (B2),
GCA_002012145.1,ASM201214v1,Escherichia coli Ecol_AZ159,Chromosome,CP019008.1,NZ_CP019008.1,4926149,5012,0,11,30,56/71,6 (B2),
GCA_002012145.1,ASM201214v1,Escherichia coli Ecol_AZ159,Plasmid,CP019007.1,NZ_CP019007.1,128248,183,0,4,12,,6 (B2),
GCA_002012145.1,ASM201214v1,Escherichia coli Ecol_AZ159,Plasmid,CP019006.1,NZ_CP019006.1,47531,63,0,1,2,,6 (B2),
GCA_001675145.1,ASM167514v1,Escherichia coli ECONIH2,Chromosome,CP014667.1,NZ_CP014667.1,5116831,4843,0,0,39,69/84,6 (B2),
GCA_001675145.1,ASM167514v1,Escherichia coli ECONIH2,Plasmid,CP014668.1,NZ_CP014668.1,101201,124,0,0,5,,6 (B2),
GCA_001675145.1,ASM167514v1,Escherichia coli ECONIH2,Plasmid,CP014669.1,NZ_CP014669.1,113852,126,0,0,8,,6 (B2),
GCA_003346835.1,ASM334683v1,Escherichia coli Es_ST80_L1_NDM_10_2017,Chromosome,CP031215.1,na,5214712,5261,0,57,-,76/89,6 (B2),
GCA_003346835.1,ASM334683v1,Escherichia coli Es_ST80_L1_NDM_10_2017,Plasmid,CP031216.1,na,98533,125,0,6,-,,6 (B2),
GCA_002844685.1,ASM284468v1,Escherichia coli ExPEC XM,Chromosome,CP025328.1,NZ_CP025328.1,5146765,5229,0,32,30,41/53,6 (B2),ExPEC
GCA_002844685.1,ASM284468v1,Escherichia coli ExPEC XM,Plasmid,CP025329.1,NZ_CP025329.1,286854,351,0,23,23,,6 (B2),ExPEC
GCA_002944935.1,ASM294493v1,Escherichia coli FDAARGOS_144,Chromosome,CP014111.1,na,4829687,4827,0,27,-,31/42,6 (B2),ExPEC
GCA_002944935.1,ASM294493v1,Escherichia coli FDAARGOS_144,Plasmid,CP014109.1,na,7518,7,0,0,-,,6 (B2),ExPEC
GCA_002944935.1,ASM294493v1,Escherichia coli FDAARGOS_144,Plasmid,CP014112.1,na,69183,107,0,0,-,,6 (B2),ExPEC
GCA_002944935.1,ASM294493v1,Escherichia coli FDAARGOS_144,Plasmid,CP014110.1,na,115764,157,0,12,-,,6 (B2),ExPEC
GCA_002951855.1,ASM295185v1,Escherichia coli FHI_NMBU_03,Chromosome,CP019455.1,na,4685056,4729,0,4,-,39/50,6 (B2),ExPEC
GCA_002951855.1,ASM295185v1,Escherichia coli FHI_NMBU_03,Plasmid,CP019456.1,na,159821,189,0,4,-,,6 (B2),ExPEC
GCA_001566635.1,ASM156663v1,Escherichia coli G749,Chromosome,CP014488.1,NZ_CP014488.1,4897758,4737,0,0,22,35/49,6 (B2),
GCA_001566635.1,ASM156663v1,Escherichia coli G749,Plasmid,CP014489.1,NZ_CP014489.1,149732,172,0,0,16,,6 (B2),
GCA_001566635.1,ASM156663v1,Escherichia coli G749,Plasmid,CP014490.1,NZ_CP014490.1,109910,124,0,0,0,,6 (B2),
GCA_001566635.1,ASM156663v1,Escherichia coli G749,Plasmid,CP014491.1,NZ_CP014491.1,62572,74,0,0,0,,6 (B2),
GCA_002953435.1,ASM295343v1,Escherichia coli HS13-1,Chromosome,CP026491.1,na,5087117,5168,0,42,-,60/74,6 (B2),ExPEC
GCA_002953435.1,ASM295343v1,Escherichia coli HS13-1,Plasmid,CP026493.1,na,1552,3,0,0,-,,6 (B2),ExPEC
GCA_002953435.1,ASM295343v1,Escherichia coli HS13-1,Plasmid,CP026494.1,na,201203,231,0,20,-,,6 (B2),ExPEC
GCA_002953435.1,ASM295343v1,Escherichia coli HS13-1,Plasmid,CP026492.1,na,264344,304,0,23,-,,6 (B2),ExPEC
GCA_000025745.1,ASM2574v1,Escherichia coli IHE3034,Chromosome,CP001969.1,NC_017628.1,5108383,4757,0,11,22,30/44,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Chromosome,CP006784.1,NC_022648.1,5129938,4832,0,25,45,97/116,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Plasmid,CP006787.1,NC_022662.1,5631,6,0,0,0,,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Plasmid,CP006785.1,NC_022661.1,1552,1,0,0,0,,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Plasmid,CP006786.1,NC_022649.1,5167,6,0,0,0,,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Plasmid,CP006788.1,NC_022650.1,55956,77,0,0,0,,6 (B2),ExPEC
GCA_000493755.1,ASM49375v1,Escherichia coli JJ1886,Plasmid,CP006789.1,NC_022651.1,110040,127,0,2,10,,6 (B2),ExPEC
GCA_001513655.1,ASM151365v1,Escherichia coli JJ1897,Chromosome,CP013837.1,na,5174541,4603,0,0,-,99/121,6 (B2),
GCA_001513655.1,ASM151365v1,Escherichia coli JJ1897,Plasmid,CP013836.1,na,140502,136,0,0,-,,6 (B2),
GCA_001683435.1,ASM168343v1,Escherichia coli K-15KW01,Chromosome,CP016358.1,NZ_CP016358.1,5154641,4947,0,0,44,78/92,6 (B2),
GCA_000284495.1,ASM28449v1,Escherichia coli LF82,Chromosome,CU651637.1,NC_011993.1,4773108,4376,0,2,12,24/36,6 (B2),AIEC
GCA_002764015.1,ASM276401v1,Escherichia coli LS4,Chromosome,CP024717.1,NZ_CP024717.1,5196956,5284,0,60,60,91/115,6 (B2),
GCA_002764015.1,ASM276401v1,Escherichia coli LS4,Plasmid,CP024718.1,NZ_CP024718.1,111779,159,0,13,13,,6 (B2),
GCA_002764015.1,ASM276401v1,Escherichia coli LS4,Plasmid,CP024719.1,NZ_CP024719.1,5162,5,0,0,0,,6 (B2),
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Chromosome,CP030111.1,na,4939457,4972,0,45,-,63/75,6 (B2),ExPEC
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Plasmid,CP030114.1,na,4082,4,0,0,-,,6 (B2),ExPEC
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Plasmid,CP030116.1,na,1983,3,0,0,-,,6 (B2),ExPEC
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Plasmid,CP030112.1,na,88421,123,0,16,-,,6 (B2),ExPEC
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Plasmid,CP030113.1,na,6465,8,0,0,-,,6 (B2),ExPEC
GCA_003344465.1,ASM334446v1,Escherichia coli MCJCHV-1,Plasmid,CP030115.1,na,2113,3,0,0,-,,6 (B2),ExPEC
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Chromosome,CP019903.1,NZ_CP019903.1,4978170,5230,0,62,107,161/179,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019908.1,NZ_CP019908.1,33304,47,0,1,1,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019904.1,NZ_CP019904.1,108340,136,0,7,9,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019907.1,NZ_CP019907.1,20225,34,0,0,0,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019909.1,NZ_CP019909.1,85009,114,0,1,7,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019910.1,NZ_CP019910.1,68786,100,0,3,3,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019906.1,NZ_CP019906.1,29168,31,0,2,2,,6 (B2),
GCA_002009315.1,ASM200931v1,Escherichia coli MDR_56,Plasmid,CP019905.1,NZ_CP019905.1,142304,197,0,8,15,,6 (B2),
GCA_003020885.1,ASM302088v1,Escherichia coli MS7163,Chromosome,CP026853.1,na,5074586,4796,0,4,-,60/75,6 (B2),ExPEC
GCA_003020885.1,ASM302088v1,Escherichia coli MS7163,Plasmid,CP026854.1,na,133843,140,0,1,-,,6 (B2),ExPEC
GCA_003020885.1,ASM302088v1,Escherichia coli MS7163,Plasmid,CP026855.1,na,84078,95,0,0,-,,6 (B2),ExPEC
GCA_002846135.1,ASM284613v1,Escherichia coli MS8345,Chromosome,CP025401.1,na,5220976,4949,0,11,-,103/123,6 (B2),ExPEC
GCA_002846135.1,ASM284613v1,Escherichia coli MS8345,Plasmid,CP025402.1,na,241162,272,0,3,-,,6 (B2),ExPEC
GCA_002846135.1,ASM284613v1,Escherichia coli MS8345,Plasmid,CP025403.1,na,133281,140,0,12,-,,6 (B2),ExPEC
GCA_001566655.1,ASM156665v1,Escherichia coli MVAST0167,Chromosome,CP014492.1,NZ_CP014492.1,4806946,4626,0,0,47,81/95,6 (B2),
GCA_001566655.1,ASM156665v1,Escherichia coli MVAST0167,Plasmid,CP014493.1,NZ_CP014493.1,128305,157,0,0,15,,6 (B2),
GCA_001566655.1,ASM156665v1,Escherichia coli MVAST0167,Plasmid,CP014494.1,NZ_CP014494.1,78992,87,0,0,1,,6 (B2),
GCA_001660585.1,ASM166058v1,Escherichia coli NGF1,Chromosome,CP016007.1,NZ_CP016007.1,5026105,4776,0,0,22,42/57,6 (B2),
GCA_001660585.1,ASM166058v1,Escherichia coli NGF1,Plasmid,CP016009.1,NZ_CP016009.1,8556,10,0,0,0,,6 (B2),
GCA_001660585.1,ASM166058v1,Escherichia coli NGF1,Plasmid,CP016008.1,NZ_CP016008.1,40158,57,0,0,0,,6 (B2),
GCA_001660585.1,ASM166058v1,Escherichia coli NGF1,Plasmid,CP016009.1,NZ_CP016009.1,8556,10,0,0,0,,6 (B2),
GCA_001660585.1,ASM166058v1,Escherichia coli NGF1,Plasmid,CP016008.1,NZ_CP016008.1,40158,57,0,0,0,,6 (B2),
GCA_003546975.1,ASM354697v1,Escherichia coli Nissle 1917,Chromosome,CP022686.1,na,5055316,5045,0,62,-,90/105,6 (B2),
GCA_003546975.1,ASM354697v1,Escherichia coli Nissle 1917,Plasmid,CP023342.1,na,5514,9,0,0,-,,6 (B2),
GCA_003546975.1,ASM354697v1,Escherichia coli Nissle 1917,Plasmid,CP022687.1,na,11499,17,0,0,-,,6 (B2),
GCA_001021595.1,ASM102159v1,Escherichia coli NMEC O18,Chromosome,CP007275.1,NZ_CP007275.1,5002781,4782,0,0,18,30/44,6 (B2),ExPEC
GCA_002024865.1,ASM202486v1,Escherichia coli NU14,Chromosome,CP019777.1,NZ_CP019777.1,5076615,5102,0,25,25,49/64,6 (B2),ExPEC
GCA_000026545.1,ASM2654v1,Escherichia coli O127:H6 str. E2348/69,Chromosome,FM180568.1,NC_011601.1,4965553,4703,0,63,77,112/128,6 (B2),EPEC
GCA_000026545.1,ASM2654v1,Escherichia coli O127:H6 str. E2348/69,Plasmid,FM180570.1,NC_011602.1,6147,9,0,0,1,,6 (B2),EPEC
GCA_000026545.1,ASM2654v1,Escherichia coli O127:H6 str. E2348/69,Plasmid,FM180569.1,NC_011603.1,97978,112,0,8,14,,6 (B2),EPEC
GCA_000285655.3,EC958.v1,Escherichia coli O25b:H4-ST131 EC958,Chromosome,HG941718.1,NZ_HG941718.1,5109767,4981,41,20,50,104/122,6 (B2),ExPEC
GCA_000285655.3,EC958.v1,Escherichia coli O25b:H4-ST131 EC958,Plasmid,HG941719.1,NZ_HG941719.1,135602,151,12,4,13,,6 (B2),ExPEC
GCA_000285655.3,EC958.v1,Escherichia coli O25b:H4-ST131 EC958,Plasmid,HG941720.1,NZ_HG941720.1,4080,2,0,0,0,,6 (B2),ExPEC
GCA_000183345.1,ASM18334v1,Escherichia coli O83:H1 str. NRG 857C,Chromosome,CP001855.1,NC_017634.1,4747819,4429,0,7,7,27/37,6 (B2),AIEC
GCA_000183345.1,ASM18334v1,Escherichia coli O83:H1 str. NRG 857C,Plasmid,CP001856.1,NC_017659.1,147060,153,0,8,8,,6 (B2),AIEC
GCA_002285755.1,ASM228575v1,Escherichia coli PA45B,Chromosome,CP021288.1,NZ_CP021288.1,5074754,4709,0,5,40,61/74,6 (B2),ExPEC
GCA_002285755.1,ASM228575v1,Escherichia coli PA45B,Plasmid,CP021289.1,NZ_CP021289.1,147172,174,0,5,18,,6 (B2),ExPEC
GCA_002237305.1,ASM223730v1,Escherichia coli PAR,Chromosome,CP012379.1,NZ_CP012379.1,4859743,4686,0,10,21,41/54,6 (B2),
GCA_002215095.1,ASM221509v1,Escherichia coli PSUO2,Chromosome,CP011915.1,NZ_CP011915.1,4924294,4634,0,0,36,51/63,6 (B2),
GCA_002215095.1,ASM221509v1,Escherichia coli PSUO2,Plasmid,CP011916.1,NZ_CP011916.1,110961,131,0,0,11,,6 (B2),
GCA_002215115.1,ASM221511v1,Escherichia coli PSUO78,Chromosome,CP012112.1,NZ_CP012112.1,4988493,4422,0,0,58,96/112,6 (B2),
GCA_002215115.1,ASM221511v1,Escherichia coli PSUO78,Plasmid,CP012113.1,NZ_CP012113.1,132464,101,0,0,10,,6 (B2),
GCA_002215115.1,ASM221511v1,Escherichia coli PSUO78,Plasmid,CP012114.1,NZ_CP012114.1,109613,94,0,0,0,,6 (B2),
GCA_003044015.1,ASM304401v1,Escherichia coli RM14715,Chromosome,CP027104.1,na,4825089,4947,0,37,-,56/69,6 (B2),
GCA_003043915.1,ASM304391v1,Escherichia coli RM14723,Chromosome,CP027103.1,na,4754025,4826,0,38,-,50/62,6 (B2),
GCA_000800845.2,ASM80084v2,Escherichia coli RS218,Chromosome,CP007149.1,NZ_CP007149.1,5087638,4536,0,24,31,50/65,6 (B2),ExPEC
GCA_000800845.2,ASM80084v2,Escherichia coli RS218,Plasmid,CP007150.1,NZ_CP007150.1,114231,122,0,8,12,,6 (B2),ExPEC
GCA_000026285.2,ASM2628v2,Escherichia coli S88,Chromosome,CU928161.2,NC_011742.1,5032268,4847,0,51,32,55/68,6 (B2),ExPEC
GCA_000026285.2,ASM2628v2,Escherichia coli S88,Plasmid,CU928146.1,NC_011747.1,133853,144,0,15,12,,6 (B2),ExPEC
GCA_001566615.1,ASM156661v1,Escherichia coli SaT040,Chromosome,CP014495.1,NZ_CP014495.1,5061821,4943,0,0,33,64/81,6 (B2),
GCA_001566615.1,ASM156661v1,Escherichia coli SaT040,Plasmid,CP014496.1,NZ_CP014496.1,114223,144,0,0,6,,6 (B2),
GCA_000010485.1,ASM1048v1,Escherichia coli SE15,Chromosome,AP009378.1,NC_013654.1,4717338,4338,0,0,30,50/63,6 (B2),
GCA_000010485.1,ASM1048v1,Escherichia coli SE15,Plasmid,AP009379.1,NC_013655.1,122345,150,0,0,9,,6 (B2),
GCA_001280325.1,ASM128032v1,Escherichia coli SF-088,Chromosome,CP012635.1,NZ_CP012635.1,5048243,4859,0,0,51,83/97,6 (B2),ExPEC
GCA_001280325.1,ASM128032v1,Escherichia coli SF-088,Plasmid,CP012637.1,NZ_CP012637.1,5167,5,0,0,0,,6 (B2),ExPEC
GCA_001280325.1,ASM128032v1,Escherichia coli SF-088,Plasmid,CP012636.1,NZ_CP012636.1,149683,161,0,0,15,,6 (B2),ExPEC
GCA_001280325.1,ASM128032v1,Escherichia coli SF-088,Plasmid,CP012638.1,NZ_CP012638.1,3904,3,0,0,0,,6 (B2),ExPEC
GCA_001280385.1,ASM128038v1,Escherichia coli SF-166,Chromosome,CP012633.1,NZ_CP012633.1,4910962,4649,0,0,30,52/63,6 (B2),ExPEC
GCA_001280385.1,ASM128038v1,Escherichia coli SF-166,Plasmid,CP012634.1,NZ_CP012634.1,114221,136,0,0,6,,6 (B2),ExPEC
GCA_001280405.1,ASM128040v1,Escherichia coli SF-173,Chromosome,CP012631.1,NZ_CP012631.1,5059732,4831,0,0,27,52/67,6 (B2),ExPEC
GCA_001280405.1,ASM128040v1,Escherichia coli SF-173,Plasmid,CP012632.1,NZ_CP012632.1,93074,112,0,0,2,,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Chromosome,CP012625.1,NZ_CP012625.1,5142799,5006,0,0,28,50/64,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Plasmid,CP012630.1,NZ_CP012630.1,1551,2,0,0,0,,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Plasmid,CP012626.1,NZ_CP012626.1,110808,117,0,0,12,,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Plasmid,CP012627.1,NZ_CP012627.1,92766,94,0,0,2,,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Plasmid,CP012629.1,NZ_CP012629.1,4072,3,0,0,0,,6 (B2),ExPEC
GCA_001280345.1,ASM128034v1,Escherichia coli SF-468,Plasmid,CP012628.1,NZ_CP012628.1,6647,9,0,0,0,,6 (B2),ExPEC
GCA_002863845.1,ASM286384v1,Escherichia coli STEC299,Chromosome,CP022279.1,na,4907118,4992,0,35,-,56/70,6 (B2),STEC
GCA_002863845.1,ASM286384v1,Escherichia coli STEC299,Plasmid,CP022281.1,na,59190,68,0,4,-,,6 (B2),STEC
GCA_002863845.1,ASM286384v1,Escherichia coli STEC299,Plasmid,CP022280.1,na,191691,224,0,26,-,,6 (B2),STEC
GCA_000233895.1,ASM23389v1,Escherichia coli str. clone D i14' i14,Chromosome,CP002212.1,NC_017652.1,5038386,4919,0,6,44,65/81,6 (B2),ExPEC
GCA_002142715.1,ASM214271v1,Escherichia coli strain Z247,Chromosome,CP021207.1,NZ_CP021207.1,5013813,5032,0,42,49,73/89,6 (B2),
GCA_002142715.1,ASM214271v1,Escherichia coli strain Z247,Plasmid,CP021208.1,NZ_CP021208.1,86725,119,0,1,1,,6 (B2),
GCA_002142715.1,ASM214271v1,Escherichia coli strain Z247,Plasmid,CP021209.1,NZ_CP021209.1,223982,251,0,10,10,,6 (B2),
GCA_002142715.1,ASM214271v1,Escherichia coli strain Z247,Plasmid,CP021210.1,NZ_CP021210.1,75553,109,0,6,6,,6 (B2),
GCA_000148605.1,ASM14860v1,Escherichia coli UM146,Chromosome,CP002167.1,NC_017632.1,4993013,4650,0,15,30,47/60,6 (B2),AIEC
GCA_000148605.1,ASM14860v1,Escherichia coli UM146,Plasmid,CP002168.1,NC_017630.1,114550,133,0,6,12,,6 (B2),AIEC
GCA_001693315.1,ASM169331v1,Escherichia coli UPEC 26-1,Chromosome,CP016497.1,NZ_CP016497.1,5178720,4983,0,0,53,70/89,6 (B2),ExPEC
GCA_001693315.1,ASM169331v1,Escherichia coli UPEC 26-1,Plasmid,CP016498.1,NZ_CP016498.1,151033,181,0,0,20,,6 (B2),ExPEC
GCA_000013265.1,ASM1326v1,Escherichia coli UTI89,Chromosome,CP000243.1,NC_007946.1,5065741,5066,0,2,32,48/63,6 (B2),ExPEC
GCA_000013265.1,ASM1326v1,Escherichia coli UTI89,Plasmid,CP000244.1,NC_007941.1,114230,145,0,3,12,,6 (B2),ExPEC
GCA_001577325.1,ASM157732v1,Escherichia coli ZH063,Chromosome,CP014522.1,NZ_CP014522.1,5033359,4899,0,0,37,73/89,6 (B2),
GCA_001577325.1,ASM157732v1,Escherichia coli ZH063,Plasmid,CP014523.1,NZ_CP014523.1,114223,143,0,0,6,,6 (B2),
GCA_001577325.1,ASM157732v1,Escherichia coli ZH063,Plasmid,CP014524.1,NZ_CP014524.1,49467,62,0,0,5,,6 (B2),
GCA_001677495.1,ASM167749v1,Escherichia coli 09-00049,Chromosome,CP015228.1,NZ_CP015228.1,5286558,5173,0,0,52,84/98,7 (B1),STEC
GCA_001677495.1,ASM167749v1,Escherichia coli 09-00049,Plasmid,CP012500.1,NZ_CP012500.1,225292,220,0,0,33,,7 (B1),STEC
GCA_002055605.1,ASM205560v1,Escherichia coli 13E0725,Chromosome,CP020092.1,NZ_CP020092.1,5112484,5278,0,65,64,134/149,7 (B1),STEC
GCA_002057355.1,ASM205735v1,Escherichia coli 13E0767,Chromosome,CP020107.1,NZ_CP020107.1,4942246,5026,0,42,42,76/89,7 (B1),STEC
GCA_002057245.1,ASM205724v1,Escherichia coli 13E0780,Chromosome,CP020106.1,NZ_CP020106.1,5371291,5654,0,65,64,121/139,7 (B1),STEC
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Chromosome,CP024141.1,na,4981062,5024,0,42,-,60/73,7 (B1),
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Plasmid,CP024142.1,na,66596,87,0,4,-,,7 (B1),
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Plasmid,CP024146.1,na,88553,113,0,2,-,,7 (B1),
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Plasmid,CP024143.1,na,254423,290,0,25,-,,7 (B1),
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Plasmid,CP024144.1,na,96973,120,0,21,-,,7 (B1),
GCA_002853805.1,ASM285380v1,Escherichia coli 14EC029,Plasmid,CP024145.1,na,106478,134,0,14,-,,7 (B1),
